"Index","Facility_Name","Source_Facility_Type","ODCAF_Facility_Type","Provider","Unit","Street_No","Street_Name","Postal_Code","City","Prov_Terr","Source_Format_Address","CSD_Name","CSDUID","PRUID","Latitude","Longitude"
6321,"mosaïq multicultural festival","multicultural festivals and events","festival site","moncton",,120,"assomption blvd","e1c0r9","moncton","nb","120 assomption blvd","Moncton","1307022","13",46.08673523,-64.77462409
6322,"mossbank and district museum inc.","community/regional museum","museum","canadian museums association",,311,"main street","s0h3g0","mossbank","sk","311 main street mossbank saskatchewan s0h 3g0 canada","Dundurn No. 314","4711061","47",51.8479341,-106.5614394
6323,"mossbank branch library",,"library or archives","saskatchewan",,310,"main st","s0h3g0","mossbank","sk","310 main st.","Mossbank","4703092","47",,
6324,"motherwell homestead national historic site","historic site-building or park","heritage or historic site","canadian museums association",,22,"abernethy","s0a0a0","abernethy","sk","hwy 22 abernethy saskatchewan s0a 0a0 canada","Abernethy","4706046","47",,
6325,"moto moncton","other festivals and events","festival site","moncton",,,,,"moncton","nb",,"Moncton","1307022","13",46.08851047,-64.77819673
6326,"moulin à laine d'ulverton","community/regional museum exhibition or cultural centre historic site-building or park interpretation centre natural history or natural sciences museum","museum","canadian museums association",,210,"chemin porter","j0b2b0","ulverton","qc","210 chemin porter ulverton québec j0b 2b0 canada","Ulverton","2442078","24",45.6893205,-72.2688357
6327,"moulin de la chevrotière","community/regional museum exhibition or cultural centre historic site-building or park","museum","canadian museums association",,109,"rue de-chavigny deschambault","g0a1s0","grondines","qc","109 rue de chavigny deschambault-grondines québec g0a 1s0 canada","Deschambault-Grondines","2434058","24",46.62742496,-71.98851232
6329,"moulin des pionniers de la doré",,"miscellaneous","province of québec",,4205,"chemin des-pionniers","g8j1e4","la doré","qc","4205, chemin des pionniers","La Doré","2491050","24",48.697609,-72.645071
6330,"moulin grenier","arts, lettres et culture","miscellaneous","repentigny",,912,"rue notre-dame",,"repentigny","qc","912 rue notre-dame, repentigny","Repentigny","2460013","24",45.76724125,-73.41788786
6332,"moulin jetté","arts, lettres et culture","miscellaneous","repentigny",,859,"rue notre-dame",,"repentigny","qc","859 rue notre-dame, repentigny","Repentigny","2460013","24",45.7648893,-73.42083293
6333,"moulin légaré","historic site-building or park other","heritage or historic site","canadian museums association",,232,"rue saint-eustache","j7r2l7","saint-eustache","qc","232 rue saint-eustache saint-eustache québec j7r 2l7 canada","Saint-Eustache","2472005","24",45.55807371,-73.89585131
6335,"moulin michel de gentilly",,"miscellaneous","province of québec",,675,"boulevard bécancour","g9h3s9","bécancour","qc","675, boulevard bécancour","Bécancour","2438010","24",46.41339,-72.247938
6337,"moulin seigneurial de pointe-du-lac",,"miscellaneous","province of québec",11,930,"rue notre-dame ouest","g9b6x1","trois rivières ","qc","11 930, rue notre-dame ouest","Trois-Rivières","2437067","24",46.286215,-72.654765
6338,"mount allison university archives","library and/or archives exhibition or cultural centre","library or archives","canadian museums association",306,49,"york street","e4l1c6","sackville","nb","49 york street room 306 ralph pickard bell library mount allison university sackville new brunswick e4l 1c6 canada","Sackville","1307008","13",,
6339,"mount brydges library","libraries","library or archives","middlesex county",,22501,"adelaide road",,"middlesex","on","22501 adelaide road","Strathroy-Caradoc","3539015","35",42.90870599,-81.49450139
6340,"mount dennis",,"library or archives","city of toronto",,1123,"weston road","m6n3s3","toronto","on","1123 weston road, toronto, on, m6n 3s3","Toronto","3520005","35",43.68658148,-79.48825926
6341,"mount elgin public library",,"library or archives","regional municipality of waterloo",,333204,"plank line",,"waterloo","on","333204 plank line","South-West Oxford","3532012","35",42.95857763,-80.7924894
6342,"mount forest branch library",,"library or archives","regional municipality of waterloo",,118,"main street north",,"waterloo","on","118 main street north","Wellington North","3523050","35",43.98274571,-80.73691774
6343,"mount hanley one room schoolhouse museum","historic site-building or park","museum","canadian museums association",,2130,"mt rd","b0s1p0","mount","ns","2130 mt hanley rd mount hanley nova scotia b0s 1p0 canada","Annapolis, Subd. C","1205014","12",44.9663294,-65.173996
6344,"mount hope library",,"library or archives","city of hamilton",,,,,"hamilton","on",,"Hamilton","3525005","35",43.16057987,-79.9120622
6346,"mount lehman library","fraser valley regional library","library or archives","government of british columbia",,5875,"mt lehman road","v4x1v5","prince george","bc","5875 mt. lehman road","Abbotsford","5909052","59",49.109047,-122.381877
6347,"mount pleasant",,"library or archives","vancouver",,1,"kingsway",,"vancouver","bc","1 kingsway","Vancouver","5915022","59",49.2643,-123.1002
6348,"mount pleasant",,"library or archives","city of toronto",,599,"pleasant road","m4s2m5","toronto","on","599 mt. pleasant road, toronto, on, m4s 2m5","Toronto","3520005","35",43.7039,-79.38812593
6350,"mount pleasant library","early years support site","library or archives","peel region",,100,"commuter dr","l7a0g2","brampton","on","100 commuter dr","Brampton","3521010","35",43.67656265,-79.82385508
6353,"mount royal conservatory","exhibition or cultural centre music/performing arts","art or cultural centre","canadian museums association",,4825,"mount gate sw","t3e6k6","calgary","ab","4825 mount royal gate sw calgary alberta t3e 6k6 canada","Calgary","4806016","48",51.0087911,-114.1200196
6354,"mount royal park (friends of the mountain)",,"miscellaneous","province of québec",,1260,"chemin remembrance","h3h1a2","montréal","qc","parc du mont-royal 1260, chemin remembrance","Montréal","2466023","24",45.501598,-73.593234
6355,"mount saint vincent art gallery","art gallery","gallery","canadian museums association",,166,"bedford hwy","b3m2j6","halifax","ns","university art gallery 166 bedford hwy halifax nova scotia b3m 2j6 canada","Halifax","1209034","12",,
6356,"mount saint vincent university archives","library and/or archives human history-archaelogy-anthropology or ethnology","library or archives","canadian museums association",,166,"bedford highway","b3m2j6","halifax","ns","166 bedford highway seton academic centre halifax nova scotia b3m 2j6 canada","Halifax","1209034","12",44.67195125,-63.64515574
6357,"mount uniacke library","branch","library or archives","government of nova scotia",,555,"1 highway","b0n1z0","mount uniacke","ns","555 highway 1","East Hants","1208008","12",44.888172,-63.824903
6358,"mountain view museum and archives","library and/or archives community/regional museum","museum","canadian museums association",,5038,"51st street","t4h1p6","olds","ab","5038 -51st street olds alberta t4h 1p6 canada","Olds","4806034","48",51.7922499,-114.1074019
6359,"mouvement socio-culturel de la tuque","historical society","heritage or historic site","canadian museums association",,525,"rue saint eugène la tuque ne","g9x3p4","québec","qc","525 rue saint-eugène la tuque québec g9x 3p4 canada","La Tuque","2490012","24",47.44011987,-72.78094431
6360,"movies under the stars","festivals and events","festival site","brampton",,1,"theatre lane","l6v0a3","brampton","on","1 theatre lane","Brampton","3521010","35",43.68719328,-79.76008089
6361,"movies under the stars","festivals and events","festival site","brampton",,100,"commuter drive","l7a0g2","brampton","on","100 commuter drive","Brampton","3521010","35",43.67679866,-79.82394398
6362,"movies under the stars","festivals and events","festival site","brampton",,10150,"the gore road","l6p0a6","brampton","on","10150 the gore road","Brampton","3521010","35",43.79420592,-79.69453063
6363,"movies under the stars","festivals and events","festival site","brampton",,9050,"bramalea road","l6s6g7","brampton","on","9050 bramalea road","Brampton","3521010","35",43.72588172,-79.72213447
6364,"mp tresart gallery","art gallery","gallery","province of québec",,220,"rue de l'hôtel de ville sud","j0h2c0","durham","qc","220, rue de l'hôtel-de-ville (route 116)","Durham-Sud","2449015","24",45.659882,-72.33914
6365,"msa museum society","community/regional museum historic site-building or park historical society","museum","canadian museums association",,2313,"ware street","v2s3c6","abbotsford","bc","2313 ware street abbotsford british columbia v2s 3c6 canada","Abbotsford","5909052","59",49.0443664,-122.3044922
6366,"msbca cultural centre",,"art or cultural centre","calgary",301,114,"3 av sw",,"calgary","ab","#301 114 3 av sw","Calgary","4806016","48",51.05061031,-114.0635162
6367,"mtelus","auditorium / theatre","theatre/performance and concert hall","province of québec",,59,"rue ste-catherine e","h2x1k5","montréal","qc","59, rue ste-catherine e.","Montréal","2466023","24",45.510642,-73.563284
6368,"mud city melt down","music festivals and events","festival site","moncton",,,,,"moncton","nb","downtown moncton","Moncton","1307022","13",46.08914038,-64.77499659
6369,"muenster branch library",,"library or archives","saskatchewan",,307,"railway street","s0k2y0","muenster","sk","307 railway street","Star City No. 428","4714047","47",52.7262296,-104.5302951
6370,"muhtadi international drumming festival",,"festival site","toronto",,9,"benson ave","m6g4c6","toronto","on","9 benson ave","Toronto","3520005","35",43.68033634,-79.42314552
6371,"mulgrave heritage centre","community/regional museum community/regional museum community/regional museum historic site-building or park maritime or marine museum","museum","canadian museums association",,54,"loggie st","b0e2g0","mulgrave","ns","54 loggie st mulgrave nova scotia b0e 2g0 canada","Mulgrave","1213008","12",45.61621731,-61.38929636
6372,"mulmur twp",,"library or archives","government of ontario",,758070,"2nd line east","l9v0g8","mulmur","on","758070 2nd line east","Mulmur","3522016","35",44.21595615,-80.11776948
6373,"multi service restoration ltd.","heritage trades","heritage or historic site","ottawa",,1308,"shillington ave","k1z8a5","ottawa","on","1308 shillington ave","Ottawa","3506008","35",45.3787122,-75.73253066
6374,"multicultural heritage centre","community/regional museum exhibition or cultural centre","museum","canadian museums association",,5411,"51 street","t7z1x7","stony plain","ab","5411 -51 street stony plain alberta t7z 1x7 canada","Stony Plain","4811048","48",53.525159,-114.0088595
6375,"multicultural heritage society of prince george","charitable/non-profit/religious - charitable/non-profit/religious","heritage or historic site","prince george",,535,"dominion st",,"prince george","bc",,"Prince George","5953023","59",53.9150169,-122.7457144
6376,"multicultural history society of ontario","library and/or archives historical society","library or archives","canadian museums association",,901,"lawrence avenue west","m6a1c3","toronto","on","901 lawrence avenue west suite 307 toronto ontario m6a 1c3 canada","Toronto","3520005","35",43.7131907,-79.4583331
6377,"mundare municipal public library",,"library or archives","government of alberta",,5128,"50 street","t0b3h0","mundare","ab","5128 - 50 street","Lacombe","4808031","48",52.46502833,-113.7308548
6378,"munroe library",,"library or archives","winnipeg",,489,"london st",,"winnipeg","mb","489 london st","Winnipeg","4611040","46",49.91065586,-97.08197032
6379,"munster",,"library or archives","city of ottawa",,7749,"bleeks","k0a3p0","ottawa","on","7749 bleeks","Ottawa","3506008","35",45.165199,-75.939102
6380,"mural - public art festival","festival / special event","festival site","province of québec",,3527,"boul st-laurent","h2x2v7","montréal","qc","3527, boul. st-laurent","Montréal","2466023","24",45.515097,-73.57483
6381,"mural routes","creative","miscellaneous","toronto",,1859,"kingston road",,"toronto","on","1859 kingston road","Toronto","3520005","35",43.69545749,-79.25869837
6382,"muriel arnason library","fraser valley regional library","library or archives","government of british columbia",130,20338,"65th avenue","v2y2x3","nakusp","bc","130 - 20338 65th avenue","Langley","5915001","59",49.12069,-122.656765
6383,"muriel arnason library (willowbrook)",,"library or archives","township of langley",,,,,"langley","bc",,"Langley","5915001","59",49.12040314,-122.6587791
6384,"murney tower museum and national historic site","community/regional museum historic site-building or park historical society","museum","canadian museums association",,,,"k7l3j6","kingston","on","king street and barrie street kingston ontario k7l 3j6 canada","Kingston","3510010","35",44.2334317,-76.4907331
6386,"murney tower national historic site (museum)","museum","museum","kingston",,2,"king st w",,"kingston","on","2 king st w","Kingston","3510010","35",44.22230734,-76.49041953
6387,"murray l. moore hydro museum","community/regional museum industry/trade museum science and technology museum","museum","canadian museums association",,283,"pembroke street west","k8a6y6","pembroke","on","283 pembroke street west pembroke ontario k8a 6y6 canada","Pembroke","3547064","35",45.8243986,-77.1194596
6388,"murrayville library",,"library or archives","township of langley",,,,,"langley","bc",,"Langley","5915001","59",49.08975896,-122.6119582
6390,"musée d'art contemporain de montréal","musée ou centre d'exposition","museum","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.50774061,-73.56682834
6391,"musée de l'oratoire saint-joseph du mont-royal","musée ou centre d'exposition","museum","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.49242739,-73.61800368
6394,"musée des maîtres et artisans du québec","musée ou centre d'exposition","museum","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.51156047,-73.6720556
6396,"musée marguerite-bourgeoys - chapelle notre-dame-de-bonsecours","musée ou centre d'exposition","museum","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.50982677,-73.55116119
6397,"musée mccord","musée ou centre d'exposition","museum","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.50427595,-73.57341987
6398,"musée stewart","musée ou centre d'exposition","museum","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.51892911,-73.53710807
6399,"musée acadien","community/regional museum","museum","canadian museums association",,15,"boul st-pierre est","e1w1b6","caraquet","nb","15 boul. st-pierre est caraquet new brunswick e1w 1b6 canada","Caraquet","1315028","13",47.7952579,-64.93833802
6401,"musée acadien de l'université de moncton","community/regional museum exhibition or cultural centre","museum","canadian museums association",,405,"de-l'université avenue","e1a3e9","moncton","nb","405 avenue de l'université pavillon clément-cormier moncton new brunswick e1a 3e9 canada","Moncton","1307019","13",,
6403,"musée acadien du québec","museum / historic site","museum","province of québec",,95,"av port-royal","g0c1e0","bonaventure","qc","95, av. port-royal","Bonaventure","2405045","24",48.044779,-65.491905
6409,"musée amérindien et inuit","museum / historic site","museum","province of québec",,134,"ch pascal","g0h1g0","godbout","qc","134, ch. pascal-comeau","Godbout","2496010","24",49.325175,-67.591758
6410,"musée armand-frappier","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,531,"boulevard des-prairies","h7v1b7","laval","qc","531, boulevard des prairies","Laval","2465005","24",45.54319998,-73.72114995
6413,"musée beaulne","museum / historic site","museum","province of québec",,96,"rue de-l'union","j1a1y9","coaticook","qc","96, rue de l'union","Coaticook","2444037","24",45.130566,-71.807717
6416,"musée bon père frédéric",,"museum","province of québec",,890,"boulevard du-saint maurice","g9a3p8","trois rivières ","qc","890, boulevard du saint-maurice","Trois-Rivières","2437067","24",46.351181,-72.548067
6418,"musée canadien de l'arme et du bronze",,"museum","province of québec",,53,"rue 1","j2g4w8","dufferin","qc","53-1, rue dufferin","Granby","2447017","24",45.400199,-72.721918
6423,"musée d'archéologie de roussillon",,"museum","province of québec",,214,"rue saint-ignace","j5r1e5","la prairie","qc","214, rue saint-ignace","La Prairie","2467015","24",45.420584,-73.496655
6425,"musée d'art contemporain de baie st-paul","art gallery","museum","canadian museums association",,23,"rue ambroise fafard","g3z2j2","baie saint-paul","qc","23 rue ambroise-fafard baie-saint-paul québec g3z 2j2 canada","Baie-Saint-Paul","2416013","24",47.4402939,-70.5055892
6430,"musée d'art contemporain de montréal",,"museum","province of québec",,185,"rue sainte-catherine ouest","h2x3x5","montréal","qc","185, rue sainte-catherine ouest","Montréal","2466023","24",45.507828,-73.56679
6435,"musée d'art contemporain des laurentides",,"museum","province of québec",,101,"place du curé labelle","j7z1x6","saint-jérôme","qc","101, place du curé-labelle","Saint-Jérôme","2475017","24",45.778518,-74.003105
6439,"musée d'art de joliette",,"museum","province of québec",,145,"rue du père wilfrid corbeil","j6e4t4","joliette","qc","145, rue du père-wilfrid-corbeil","Joliette","2461025","24",46.024312,-73.43613
6440,"musée d'histoire de sherbrooke","museum / historic site","museum","province of québec",,275,"rue dufferin","j1h4m5","sherbrooke","qc","275, rue dufferin","Sherbrooke","2443027","24",45.405717,-71.894896
6442,"musée d'histoire naturelle du parc national de miguasha",,"museum","province of québec",,231,"route miguasha ouest","g0c2e0","nouvelle","qc","231, route miguasha ouest","Nouvelle","2406020","24",48.104268,-66.348191
6443,"musée daniel weetaluktuk","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,,,"j0m1m0","inukjuak","qc",,"Inukjuak","2499085","24",58.455121,-78.1051029
6447,"musée de charlevoix",,"museum","province of québec",,10,"chemin du-havre","g5a2y8","la malbaie","qc","10, chemin du havre","La Malbaie","2415013","24",47.623311,-70.141894
6450,"musée de guérin","museum / historic site","museum","province of québec",,932,"rue principale n","j0z2e0","guérin","qc","932, rue principale n.","Guérin","2485095","24",47.659707,-79.314083
6452,"musée de kent inc.","community/regional museum religious museum","museum","canadian museums association",,150,"chemin du couvent","e4s3c1","bouctouche","nb","150 chemin du couvent bouctouche new brunswick e4s 3c1 canada","Bouctouche","1308005","13",46.4789797,-64.7078244
6453,"musée de l'éducation","community/regional museum exhibition or cultural centre","museum","canadian museums association",,1205,"rue saint-denis","h3c3p8","montréal","qc","1205 rue saint-denis montréal québec h3c 3p8 canada","Montréal","2466023","24",45.5129445,-73.5584364
6457,"musée de l'amérique francophone",,"museum","province of québec",,2,"côte de la fabrique","g1r4r7","québec","qc","2, côte de la fabrique","Québec","2423027","24",46.814002,-71.206847
6458,"musée de l'auto antique victor bélanger","museum / historic site","museum","province of québec",,1080,"rte du-président kennedy","g0m1j0","saint côme linière","qc","1080, rte du président-kennedy","Saint-Côme--Linière","2429057","24",46.061097,-70.543369
6459,"musée de l'aviation (site de la maison dupuis)","museum / historic site","museum","province of québec",,640,"rue notre-dame s","g6e2w4","sainte-marie","qc","640, rue notre-dame s.","Sainte-Marie","2426030","24",46.431364,-71.0136
6461,"musée de l'entrepreneurship beauceron","museum / historic site","museum","province of québec",,250,"rue 18e","g5y4s9","saint-georges","qc","250, 18e rue étage 4","Saint-Georges","2429073","24",46.117514,-70.673611
6462,"musée de l'ermitage saint-antoine de lac-bouchette","museum / historic site","museum","province of québec",,250,"rte de l'ermitage","g0w1v0","lac bouchette","qc","250, rte de l'ermitage","Lac-Bouchette","2491005","24",48.27789,-72.193704
6463,"musée de l'hôtel des postes",,"museum","province of québec",,949,"boulevard des-bois sud","g6p5w1","victoriaville","qc","949 boulevard des bois-francs sud","Victoriaville","2439062","24",46.038665,-71.915966
6464,"musée de l'imprimerie du québec","arts & leisure history & society transportation & industry","museum","canadian museums association",,423,"rue st-nicolas","h2y2p4","montréal","qc","423 rue st-nicolas montréal québec h2y 2p4 canada","Montréal","2466023","24",45.54706055,-73.66558325
6467,"musée de la boucanière","community/regional museum industry/trade museum","museum","canadian museums association",,2464,"acadie rd","e4n1b5","cap pelé","nb","2464 acadie rd. cap-pelé new brunswick e4n 1b5 canada","Cap-Pelé","1307007","13",,
6471,"musée de la défense aérienne de bagotville","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,6513,"chemin saint-anicet","g0v1a0","la baie","qc","6513, chemin saint-anicet,","Côte-Saint-Luc","2466058","24",45.47782372,-73.65572847
6472,"musée de la faune","museum / historic site","museum","province of québec",,2120,"ch st-françois","g0x1n0","saint-mathieu du-parc","qc","2120, ch. st-françois","Saint-Mathieu-du-Parc","2451070","24",46.649519,-72.967422
6473,"musée de la femme","community/regional museum human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,460,"rue st-charles ouest","j4h1g4","longueuil","qc","460 rue st charles ouest suite 401 longueuil québec j4h 1g4 canada","Longueuil","2458227","24",45.53496405,-73.514004
6478,"musée de la gaspésie",,"museum","province of québec",,80,"boulevard de-gaspé","g4x1a9","gaspé","qc","80, boulevard de gaspé","Gaspé","2403005","24",48.836718,-64.474653
6480,"musée de la mémoire vivante",,"museum","province of québec",,710,"de-gaspé avenue ouest","g0r3g0","saint-jean port joli","qc","710, avenue de gaspé ouest","Saint-Jean-Port-Joli","2417070","24",47.171685,-70.306608
6484,"musée de la mer",,"museum","province of québec",,1023,"chemin de-la-grave","g4t9c8","havre aubert","qc","1023, chemin de la grave","Les Îles-de-la-Madeleine","2401023","24",47.238146,-61.831652
6487,"musée de la mode","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,385,"rue de-la-commune","h2y1j3","montréal","qc","385 rue de la commune est","Montréal","2466023","24",45.50898087,-73.55149881
6488,"musée de la nature","museum / historic site","museum","province of québec",,199,"rue de-la montagne","g0v1t0","sainte-rose du-nord","qc","199, rue de la montagne","Sainte-Rose-du-Nord","2494230","24",48.38743,-70.590368
6489,"musée de la nature et des sciences","natural history or natural sciences museum science and technology museum","museum","canadian museums association",,225,"rue frontenac","j1h1k1","sherbrooke","qc","225 rue frontenac sherbrooke québec j1h 1k1 canada","Sherbrooke","2443027","24",45.4029295,-71.89612
6495,"musée de la neufve-france","museum / historic site","museum","province of québec",,141,"rte de la mer","g0j2l0","sainte-flavie","qc","141, rte de la mer","Sainte-Flavie","2409085","24",48.593137,-68.269553
6496,"musée de la petite maison blanche et du déluge du saguenay","museum / historic site","museum","province of québec",,251,"rue bossé","g7j0k3","saguenay","qc","251 rue bossé","Saguenay","2494068","24",48.424421,-71.076994
6497,"musée de la poste et boutique de forge","museum / historic site","museum","province of québec",,449,"111 rte","j0y1j0","saint-marc de-figuery","qc","449, rte 111","Saint-Marc-de-Figuery","2488040","24",48.472836,-78.046038
6498,"musée de lachine","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,1,"chemin du-musée","h8s4l9","montréal","qc","1, chemin du musée","Montréal","2466023","24",45.42994551,-73.66645979
6502,"musée de memramcook","community/regional museum","museum","canadian museums association",,612,"rue centrale","e4k3s7","memramcook","nb","612 rue centrale memramcook new brunswick e4k 3s7 canada","Memramcook","1307013","13",45.974468,-64.5654467
6503,"musée de paléontologie et de l'évolution","natural history or natural sciences museum science and technology museum","museum","canadian museums association",,541,"rue de-la-congrégation","h3k2j1","montréal","qc","541 rue de la congrégation montréal québec h3k 2j1 canada","Montréal","2466023","24",45.4812963,-73.5582054
6504,"musée de saint isidore inc.","agriculture museum community/regional museum historic site-building or park other","museum","canadian museums association",,3942,"boul des-fondateurs","e8m1c2","saint isidore","nb","3942 boul. des fondateurs saint-isidore new brunswick e8m 1c2 canada","Saint-Isidore","1315022","13",47.5513112,-65.0626781
6505,"musée de saint-boniface","community/regional museum historic site-building or park human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,494,"ave taché","r2h2b2","winnipeg","mb","494 ave taché winnipeg manitoba r2h 2b2 canada","Winnipeg","4611040","46",49.88497695,-97.12486746
6506,"musée de sainte-martine","community/regional museum","museum","canadian museums association","c",164,"rue saint joseph","j0s1v0","sainte martine","qc","164c rue saint-joseph sainte-martine québec j0s 1v0 canada","Sainte-Martine","2470012","24",45.2470887,-73.8032881
6507,"musée de sculpture sur bois des anciens canadiens","museum / historic site","museum","province of québec",,332,"de-gaspé av o","g0r3g0","saint-jean port joli","qc","332, av. de gaspé o.","Saint-Jean-Port-Joli","2417070","24",47.194063,-70.287071
6508,"musée de st-georges museum le","community/regional museum","museum","canadian museums association",,19,"baie st","r0e1v0","st-georges","mb","19 baie caron po box 171 st-georges manitoba r0e 1v0 canada",,,"46",,
6509,"musée de st-pierre-jolys inc.","community/regional museum historic site-building or park interpretation centre religious museum","museum","canadian museums association",,432,"joubert street north","r0a1v0","st-pierre jolys","mb","432 joubert street north st-pierre-jolys manitoba r0a 1v0 canada",,,"46",,
6512,"musée des abénakis","museum / historic site","museum","province of québec",,108,"rue waban-aki","j0g1h0","odanak","qc","108, rue waban-aki","Odanak","2450802","24",46.071087,-72.821653
6513,"musée des acadiens des pubnicos et archives","library and/or archives community/regional museum historical society","museum","canadian museums association",335,898,"autroute 335","b0w3s0","yarmouth","ns","#898 autroute 335 via route 3 -seven minutes from exit 31 on highway 103 west pubnico yarmouth nova scotia b0w 3s0 canada","Yarmouth","1202004","12",,
6514,"musée des augustines de l'hôpital général de québec","community/regional museum religious museum","museum","canadian museums association",,260,"boulevard langelier","g1k5n1","québec","qc","260 boulevard langelier québec québec g1k 5n1 canada","Québec","2423027","24",46.8062847,-71.2217335
6518,"musée des beaux-arts de mont-saint-hilaire",,"museum","province of québec",,150,"rue du-centre civique","j3h5z5","mont-saint-hilaire","qc","150, rue du centre-civique","Mont-Saint-Hilaire","2457035","24",45.565207,-73.19007
6525,"musée des beaux-arts de sherbrooke",,"museum","sherbrooke",,241,"dufferin","j1h4m3","sherbrooke","qc",,"Sherbrooke","2443027","24",45.405268,-71.894321
6527,"musée des communications et d'histoire de sutton","history & society","museum","canadian museums association",,,,"j0e2k0","sutton","qc","principale sutton québec j0e 2k0 canada","Sutton","2446058","24",45.0967173,-72.623971
6528,"musée des cultures du monde","museum / historic site","museum","province of québec",,900,"boul louis fréchette","j3t1v5","nicolet","qc","900, boul. louis-fréchette","Nicolet","2450072","24",46.232868,-72.610196
6529,"musée des cultures fondatrices inc","human history-archaelogy-anthropology or ethnology religious museum","museum","canadian museums association",,184,"rue acadie","e8n1a6","grande-anse","nb","184 rue acadie grande-anse new brunswick e8n 1a6 canada","Grande-Anse","1315038","13",47.8117027,-65.1865586
6530,"musée des deux-rives","community/regional museum exhibition or cultural centre","museum","canadian museums association",,21,"dufferin street","j6s1y1","valleyfield","qc","21 dufferin street salaberry-de-valleyfield québec j6s 1y1 canada","Salaberry-de-Valleyfield","2470052","24",45.2619399,-74.1099819
6531,"musée des filles de jésus","community/regional museum exhibition or cultural centre religious museum","museum","canadian museums association",,1193,"boulevard saint-louis","g8z2m8","trois rivières ","qc","1193 boulevard saint-louis trois-rivières québec g8z 2m8 canada","Trois-Rivières","2437067","24",46.3483343,-72.55244
6535,"musée des hospitalières de l'hôtel-dieu de montréal",,"museum","province of québec",,201,"des-pins avenue ouest","h2w1r5","montréal","qc","201, avenue des pins ouest","Montréal","2466023","24",45.513319,-73.576901
6541,"musée des ondes emile berliner","museum / historic site","museum","province of québec",206,1001,"rue lenoir e","h4c2z6","montréal","qc","1001, rue lenoir local e-206","Montréal","2466023","24",45.4766,-73.592173
6543,"musée des outils anciens","museum / historic site","museum","province of québec",,1460,"rue principale","j0a1k0","saint-rémi-de-tingwick","qc","1460, rue principale","Saint-Rémi-de-Tingwick","2439020","24",45.863884,-71.822095
6545,"musée des pionniers","museum / historic site","museum","province of québec",,20,"rue bourgeois","j0v1w0","saint andré avellin","qc","20, rue bourgeois","Saint-André-Avellin","2480027","24",45.723564,-75.0564
6547,"musée des pionniers de grand-digue","community/regional museum historic site-building or park human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,468,"route 530","e4r5k3","grande digue","nb","468 b route 530 grande-digue new brunswick e4r 5k3 canada",,,"13",,
6548,"musée des pionniers et des chanoinesses","historic site-building or park religious museum","museum","canadian museums association",,,,"r0g1m0","notre dame de lourdes","mb","cp 186 notre-dame-de-lourdes manitoba r0g 1m0 canada","Lorne","4604064","46",49.533333,-98.55
6549,"musée des pompiers auxiliaires de mont-royal","community/regional museum other","museum","canadian museums association",,5100,"boulevard saint-laurent","h2t1r9","montréal","qc","5100 boulevard saint-laurent montréal québec h2t 1r9 canada","Montréal","2466023","24",45.523046,-73.5930012
6550,"musée des religions","exhibition or cultural centre human history-archaelogy-anthropology or ethnology religious museum","museum","canadian museums association",,900,"louis fréchette blvd","j3t1v5","nicolet","qc","900 blvd louis-fréchette nicolet québec j3t 1v5 canada","Nicolet","2450072","24",46.2325975,-72.6103779
6554,"musée des soeurs de miséricorde",,"museum","province of québec",,12435,"avenue de la miséricorde","h4j2g3","montréal","qc","12435, avenue de la miséricorde","Montréal","2466023","24",45.534662,-73.719762
6555,"musée des soeurs de notre-dame du st-rosaire","library and/or archives community/regional museum exhibition or cultural centre religious museum","museum","canadian museums association",,300,"allée du rosaire","g5l3e3","rimouski","qc","300 allée du rosaire rimouski québec g5l 3e3 canada","Rimouski","2410043","24",48.449804,-68.5169666
6558,"musée des ursulines de québec",,"museum","province of québec",,12,"rue donnacona","g1r3y7","québec","qc","12, rue donnacona","Québec","2423027","24",46.811955,-71.207959
6560,"musée des ursulines de trois-rivières","institution muséale (musée, centre d'exposition, lieu d'interprétation)","museum","province of québec",,734,"rue des-ursulines","g9a5b5","trois-rivières","qc","734, rue des ursulines","Trois-Rivières","2437067","24",46.34479831,-72.53716561
6565,"musée du bas-saint-laurent",,"museum","province of québec",,300,"rue saint-pierre","g5r3v3","rivière du-loup","qc","300, rue saint-pierre","Rivière-du-Loup","2412072","24",47.829825,-69.54588
